club_name,name,wage,age,pace,shooting,passing,dribbling,position,joined,contract,nationality,preferred_foot,international_reputation
West Ham United,TomÃ¡Å¡ SouÄek,81000,26,64,72,74,74,RDM,2020-07-27,2024,Czech Republic,Right,1
Real Madrid CF,Ã‰der Gabriel MilitÃ£o,130000,23,83,50,69,71,RCB,2019-07-01,2025,Brazil,Right,2
Manchester City,Ferran Torres GarcÃ­a,120000,21,82,79,78,82,ST,2020-08-04,2025,Spain,Right,1
Villarreal CF,Pau Francisco Torres,35000,24,71,38,67,70,SUB,2016-07-01,2024,Spain,Left,2
RB Leipzig,Daniel Olmo Carvajal,78000,23,67,76,81,86,SUB,2020-01-25,2024,Spain,Right,3
Real Betis BalompiÃ©,JoaquÃ­n SÃ¡nchez RodrÃ­guez,23000,39,68,80,84,81,RM,2015-09-01,2022,Spain,Right,2
LOSC Lille,Burak YÄ±lmaz,39000,35,79,83,69,73,LS,2020-08-01,2022,Turkey,Right,2
Orlando City Soccer Club,LuÃ­s Carlos Almeida da Cunha,14000,34,70,77,81,85,ST,2019-02-19,2021,Portugal,Right,4
Tigres U.A.N.L.,AndrÃ©-Pierre Christian Gignac,50000,35,68,83,73,75,RS,2015-06-18,2024,France,Right,1
AtlÃ©tico de Madrid,HÃ©ctor Miguel Herrera LÃ³pez,63000,31,70,75,76,76,SUB,2019-07-03,2022,Mexico,Right,3
Inter Miami CF,Gonzalo Gerardo HiguaÃ­n,14000,33,58,84,71,78,ST,2020-09-18,2022,Argentina,Right,4
LOSC Lille,JosÃ© Miguel da Rocha Fonte,30000,37,32,46,62,63,RCB,2018-07-15,2022,Portugal,Right,3
SL Benfica,Jan Vertonghen,18000,34,76,62,72,67,LCB,2020-08-14,2023,Belgium,Left,3
Lazio,Lucas Pezzini Leiva,64000,34,56,65,73,76,CDM,2017-07-18,2022,Brazil,Right,3
Inter,Ivan PeriÅ¡iÄ‡,105000,32,81,79,76,79,LM,2015-09-01,2022,Croatia,Left,3
Inter,Arturo Erasmo Vidal Pardo,105000,34,65,79,79,79,SUB,2020-09-22,2022,Chile,Right,4
1. FC Union Berlin,Max Bennet Kruse,45000,33,64,81,81,82,LS,2020-08-06,2022,Germany,Left,2
Bologna,Marko ArnautoviÄ‡,48000,32,79,81,79,78,ST,2021-08-02,2024,Austria,Right,3
Shakhtar Donetsk,Marlos Romero Bonfim,2000,33,79,76,78,86,RM,2014-07-04,2021,Ukraine,Left,2
LOSC Lille,Benjamin AndrÃ©,43000,30,67,64,74,75,RCM,2019-07-17,2023,France,Right,2
SL Benfica,NicolÃ¡s HernÃ¡n Gonzalo Otamendi,18000,33,63,57,62,59,CB,2020-09-29,2023,Argentina,Right,3
Sevilla FC,Thomas Joseph Delaney,34000,29,75,71,74,74,SUB,2021-08-25,2025,Denmark,Left,2
OGC Nice,Andy Delort,49000,29,84,82,73,75,SUB,2021-08-28,2024,Algeria,Right,2
RB Leipzig,Kevin Kampl,83000,30,70,67,81,85,LDM,2017-08-31,2023,Slovenia,Right,2
Aston Villa,Daniel William John Ings,90000,28,79,84,70,80,ST,2021-08-04,2024,England,Right,1
SL Benfica,LuÃ­s Miguel Afonso Fernandes,19000,31,75,77,81,82,SUB,2013-07-30,2023,Portugal,Right,3
UniÃ³n Deportiva Las Palmas,Jonathan Viera Ramos,15000,31,82,75,79,82,CAM,2021-08-23,2026,Spain,Right,2
Everton,James David RodrÃ­guez Rubio,105000,29,53,86,86,86,SUB,2020-09-07,2022,Colombia,Left,4
Juventus,Danilo Luiz da Silva,83000,29,73,67,73,74,RB,2019-08-07,2024,Brazil,Right,2
FC Barcelona,Sergio Roberto Carnicer,140000,29,76,63,80,77,SUB,2013-07-01,2022,Spain,Right,3
Ajax,Steven Berghuis,26000,29,80,81,82,82,SUB,2021-07-19,2025,Netherlands,Left,2
Villarreal CF,Francisco AlcÃ¡cer GarcÃ­a,45000,27,77,84,69,81,LS,2020-01-30,2025,Spain,Right,2
Real Madrid CF,JosÃ© Ignacio FernÃ¡ndez Iglesias,140000,31,78,37,66,69,LCB,2010-08-01,2023,Spain,Right,2
Paris Saint-Germain,Danilo LuÃ­s HÃ©lio Pereira,85000,29,64,63,71,73,SUB,2020-10-05,2025,Portugal,Right,3
Tottenham Hotspur,Lucas Rodrigues Moura da Silva,105000,28,90,79,70,86,RW,2018-01-31,2024,Brazil,Right,3
Burnley,James Tarkowski,46000,28,57,45,67,65,RCB,2016-02-01,2022,England,Right,1
West Ham United,Kurt Happy Zouma,75000,26,65,51,63,57,SUB,2021-08-28,2025,France,Right,2
Athletic Club de Bilbao,ÃÃ±igo MartÃ­nez Berridi,33000,30,71,56,66,64,LCB,2018-01-30,2023,Spain,Left,2
RB Leipzig,Vilmos TamÃ¡s Orban,79000,28,49,36,52,55,RCB,2015-07-01,2025,Hungary,Right,2
Southampton,James Ward-Prowse,69000,26,59,74,86,78,RCM,2011-06-01,2026,England,Right,2
Ä°stanbul BaÅŸakÅŸehir FK,Edin ViÅ¡Ä‡a,50000,31,87,78,78,82,RM,2011-08-16,2025,Bosnia and Herzegovina,Right,2
VfL Wolfsburg,Maximilian Arnold,66000,27,65,81,79,78,LDM,2011-10-10,2026,Germany,Left,2
Paris Saint-Germain,Leandro Daniel Paredes,81000,27,66,71,83,79,SUB,2019-01-29,2023,Argentina,Right,2
Real Sociedad,Adnan Januzaj,45000,26,79,75,80,83,RW,2017-07-12,2022,Belgium,Left,1
RB Leipzig,Emil Peter Forsberg,87000,29,70,73,82,83,CAM,2015-01-07,2025,Sweden,Right,3
Torino F.C.,Andrea Belotti,61000,27,76,81,59,78,ST,2015-08-18,2022,Italy,Right,3
Real Madrid CF,Lucas VÃ¡zquez Iglesias,170000,30,82,73,79,80,SUB,2015-07-02,2024,Spain,Right,2
Manchester United,Frederico Rodrigues de Paula Santos,120000,28,77,66,77,81,LDM,2018-06-21,2023,Brazil,Left,3
Juventus,Adrien Rabiot,87000,26,76,74,76,80,LDM,2019-07-01,2023,France,Left,2
Napoli,Piotr Sebastian ZieliÅ„ski,74000,27,81,75,81,85,CAM,2016-08-09,2024,Poland,Right,3
FC Porto,OtÃ¡vio Edmilson da Silva Monteiro,19000,26,78,69,79,85,RM,2014-09-01,2025,Portugal,Right,1
Granada CF,Darwin Daniel MachÃ­s Marcano,34000,28,88,80,75,83,RM,2019-07-28,2022,Venezuela,Right,1
Manchester United,Anthony Martial,130000,25,87,80,73,85,SUB,2015-09-01,2024,France,Right,3
Borussia Dortmund,Julian Brandt,64000,25,73,75,80,84,SUB,2019-07-01,2024,Germany,Right,3
Athletic Club de Bilbao,IÃ±aki Williams Arthuer,39000,27,94,78,72,78,LS,2012-08-01,2028,Spain,Right,2
Napoli,Matteo Politano,74000,27,83,77,78,84,RW,2021-07-02,2024,Italy,Left,2
Levante UniÃ³n Deportiva,JosÃ© Luis Morales Nogales,41000,33,86,82,75,85,LS,2011-06-01,2023,Spain,Right,2
Getafe CF,DjenÃ© Dakonam Ortega,36000,29,69,37,62,62,RCB,2017-07-24,2023,Togo,Right,1
Atalanta,Hans Hateboer,55000,27,84,64,72,77,RES,2017-01-31,2023,Netherlands,Right,3
Manchester United,Donny van de Beek,110000,24,68,78,76,79,SUB,2020-09-02,2025,Netherlands,Right,3
Everton,Dominic Calvert-Lewin,90000,24,83,77,64,77,ST,2016-08-31,2025,England,Right,2
Napoli,Hirving Rodrigo Lozano Bahena,77000,25,93,76,72,82,SUB,2019-08-23,2024,Mexico,Right,3
Leeds United,Kalvin Phillips,82000,25,67,65,76,75,CDM,2014-07-01,2024,England,Right,2
Valencia CF,GonÃ§alo Manuel Ganchinho Guedes,39000,24,86,79,76,82,LS,2018-08-29,2024,Portugal,Right,2
RB Leipzig,Konrad Laimer,65000,24,81,68,77,78,RDM,2017-07-01,2023,Austria,Right,2
Arsenal,Nicolas PÃ©pÃ©,95000,26,88,79,75,83,RM,2019-08-01,2024,CÃ´te d'Ivoire,Left,2
RB Leipzig,Nordi Mukiele Mulere,65000,23,80,49,69,73,RB,2018-07-01,2023,France,Right,2
Tottenham Hotspur,Giovani Lo Celso,95000,25,75,76,82,83,SUB,2020-07-27,2025,Argentina,Left,1
Athletic Club de Bilbao,Yeray Ãlvarez LÃ³pez,33000,26,68,49,62,64,RCB,2014-07-01,2026,Spain,Right,2
Roma,Lorenzo Pellegrini,61000,25,78,74,81,80,CAM,2017-07-01,2022,Italy,Right,2
Clube AtlÃ©tico Mineiro,Juan Everton Mestres de Mesquita,41000,25,71,61,57,63,RCB,2021-07-05,2024,Brazil,Right,1
RB Bragantino,Adryan Juliano Zonta Torres,24000,29,93,66,75,76,LB,2021-07-05,2024,Brazil,Left,1
Sport Club Corinthians Paulista,Rosberto J. Dourado Santos,26000,21,77,57,74,77,RDM,2021-07-07,2024,Brazil,Right,1
RB Bragantino,Lourival Adnan Beretta Barbosa,28000,29,78,84,62,72,ST,2021-07-05,2024,Brazil,Right,1
Clube AtlÃ©tico Mineiro,Welington KauÃª Dano Nascimento,31000,21,79,54,76,79,LB,2021-07-05,2024,Brazil,Left,1
Flamengo,Marvin Oswaldo Rangel Azevedo,56000,29,76,81,67,77,ST,2021-07-07,2024,Brazil,Right,1
Atalanta,Ruslan Malinovskyi,68000,28,74,80,83,81,RF,2019-07-16,2023,Ukraine,Left,3
RB Leipzig,Christopher Nkunku,72000,23,79,74,81,85,LAM,2019-07-18,2024,France,Right,2
Olympique Lyonnais,Lucas Tolentino Coelho de Lima,65000,23,74,75,79,83,CAM,2020-10-01,2025,Brazil,Left,2
Valencia CF,Carlos Soler BarragÃ¡n,39000,24,78,77,82,79,RM,2015-07-01,2023,Spain,Right,2
Leicester City,Harvey Lewis Barnes,95000,23,86,77,76,81,LM,2016-06-25,2025,England,Right,1
Olympique Lyonnais,Houssem Aouar,65000,23,75,75,81,85,LM,2016-07-01,2023,France,Right,2
Lazio,Manuel Lazzari,64000,27,92,62,76,82,RB,2019-07-12,2024,Italy,Right,2
Chelsea,Reece James,76000,21,80,58,77,77,RCB,2017-03-03,2025,England,Right,2
Brighton & Hove Albion,Marc Cucurella Saseta,63000,22,79,67,78,80,SUB,2021-08-31,2026,Spain,Left,1
Sporting CP,Pedro AntÃ³nio Pereira GonÃ§alves,19000,23,76,81,79,84,RW,2020-08-18,2025,Portugal,Right,1
Bayer 04 Leverkusen,Moussa Diaby,52000,21,94,67,73,85,RM,2019-07-01,2025,France,Left,2
Tottenham Hotspur,Sergio ReguilÃ³n RodrÃ­guez,79000,24,86,58,75,78,LB,2020-09-19,2025,Spain,Left,1
Bayer 04 Leverkusen,Edmond FayÃ§al Tapsoba,49000,22,75,52,65,69,RCB,2020-01-31,2026,Burkina Faso,Right,2
Juventus,Dejan Kulusevski,72000,21,84,74,77,84,SUB,2019-07-18,2024,Sweden,Left,2
AtlÃ©tico de Madrid,Renan Augusto Lodi dos Santos,49000,23,84,67,76,81,SUB,2019-07-07,2025,Brazil,Left,1
FC Barcelona,Pedro GonzÃ¡lez LÃ³pez,51000,18,78,65,79,84,LCM,2020-08-04,2022,Spain,Right,2
Wolverhampton Wanderers,JoÃ£o Filipe Iria Santos Moutinho,88000,34,50,72,84,80,LCM,2018-07-24,2022,Portugal,Right,3
Leicester City,Jonathan Grant Evans,95000,33,52,32,61,60,SUB,2018-06-08,2023,Northern Ireland,Right,2
Athletic Club de Bilbao,RaÃºl GarcÃ­a Escudero,36000,34,41,82,81,78,RS,2015-08-31,2022,Spain,Right,2
Trabzonspor,Marek HamÅ¡Ã­k,35000,33,68,77,81,80,LCM,2021-07-01,2023,Slovakia,Right,3
Valencia CF,Daniel Wass,38000,32,74,77,80,77,RCM,2018-07-10,2022,Denmark,Right,2
Real Madrid CF,Marcelo Vieira da Silva JÃºnior,135000,33,73,72,80,87,SUB,2007-01-01,2022,Brazil,Left,4
Olympique de Marseille,Dimitri Payet,51000,34,69,77,83,82,CF,2017-01-30,2024,France,Right,3
Fatih KaragÃ¼mrÃ¼k S.K.,Medhi Amine El Mouttaqi Benatia,19000,34,63,45,52,63,RCB,2021-07-30,2023,Morocco,Right,3
Real Sociedad,Ignacio Monreal Eraso,26000,35,65,61,74,74,LB,2019-08-31,2022,Spain,Left,2
Royal Antwerp FC,Radja Nainggolan,29000,33,71,84,78,74,CM,2021-08-14,2023,Belgium,Right,3
Cagliari,Diego Roberto GodÃ­n Leal,27000,35,57,48,63,61,CB,2020-09-24,2023,Uruguay,Right,3
West Ham United,Angelo Obinze Ogbonna,70000,33,56,40,60,62,LCB,2015-07-10,2022,Italy,Left,2
Inter,Alexis Alejandro SÃ¡nchez SÃ¡nchez,105000,32,78,76,78,83,SUB,2020-08-07,2023,Chile,Right,4
Fiorentina,JosÃ© MarÃ­a CallejÃ³n Bueno,61000,34,77,76,76,81,RW,2020-10-05,2022,Spain,Right,3
Juventus,Aaron Ramsey,81000,30,66,70,81,83,SUB,2019-07-01,2023,Wales,Right,3
Atalanta,Rafael TolÃ³i,51000,30,66,47,58,64,RCB,2015-08-26,2023,Italy,Right,2
Villarreal CF,Francis Coquelin,39000,30,68,67,76,80,SUB,2020-08-12,2024,France,Right,2
Boca Juniors,Eduardo Antonio Salvio,23000,30,86,76,73,84,SUB,2019-07-18,2022,Argentina,Right,2
Udinese Calcio,Roberto Maximiliano Pereyra,23000,30,76,74,79,81,CM,2020-09-28,2023,Argentina,Right,2
River Plate,Enzo NicolÃ¡s PÃ©rez,15000,35,68,66,77,77,RDM,2017-07-01,2023,Argentina,Right,2
Seattle Sounders FC,Marcelo NicolÃ¡s Lodeiro BenÃ­tez,12000,32,74,73,83,81,LF,2016-07-27,2023,Uruguay,Left,3
FC Porto,SÃ©rgio Miguel Relvas de Oliveira,19000,29,58,79,82,77,LCM,2015-07-01,2025,Portugal,Right,1
Real Betis BalompiÃ©,Marc Bartra Aregall,28000,30,71,61,72,73,RCB,2018-01-30,2023,Spain,Right,3
Beijing Guoan FC,CÃ©dric Bakambu,30000,30,90,80,71,76,LS,2018-01-17,2021,Congo DR,Right,2
Bayer 04 Leverkusen,Charles Mariano ArÃ¡nguiz Sandoval,53000,32,65,71,80,77,RDM,2015-08-13,2023,Chile,Right,3
Cagliari,JoÃ£o Pedro Geraldino dos Santos GalvÃ£o,46000,29,72,78,77,81,LS,2014-09-01,2023,Brazil,Right,1
Shakhtar Donetsk,Ismaily GonÃ§alves dos Santos,1000,31,82,64,74,81,LB,2013-02-14,2023,Brazil,Left,2
Villarreal CF,AÃ¯ssa Mandi,37000,29,66,46,74,70,LCB,2021-07-01,2025,Algeria,Right,1
Paris Saint-Germain,Rafael AlcÃ¢ntara do Nascimento,86000,28,71,75,80,84,SUB,2020-10-05,2023,Brazil,Left,2
Eintracht Frankfurt,Martin Hinteregger,34000,28,70,70,67,61,LCB,2019-08-01,2024,Austria,Left,2
Atalanta,Remo Marco Freuler,58000,29,69,71,77,78,LCM,2016-01-20,2022,Switzerland,Right,2
Paris Saint-Germain,Julian Draxler,83000,27,74,76,80,82,SUB,2017-01-03,2024,Germany,Right,3
Napoli,Diego Demme,66000,29,57,42,75,77,RES,2020-01-11,2024,Germany,Right,2
AtlÃ©tico de Madrid,Å ime Vrsaljko,56000,29,79,55,73,74,SUB,2016-07-05,2022,Croatia,Right,2
Toronto FC,Alejandro Pozuelo Melero,13000,29,65,75,80,83,CAM,2019-03-18,2021,Spain,Right,2
Olympiacos CFP,Konstantinos Fortounis,2000,28,75,77,79,82,RES,2014-07-21,2023,Greece,Right,2
PSV,Eran Zahavi,26000,33,77,82,74,79,ST,2020-09-20,2022,Israel,Right,2
Tigres U.A.N.L.,Florian Tristan Mariano Thauvin,64000,28,79,79,79,80,RM,2021-07-01,2025,France,Left,1
FC Barcelona,Samuel Yves Umtiti,125000,27,65,62,68,67,SUB,2016-07-12,2023,France,Left,3
Montpellier HÃ©rault SC,TÃ©ji Tedy Savanier,35000,29,67,74,83,82,CAM,2019-07-02,2023,France,Right,2
Ajax,SÃ©bastien Haller,23000,27,66,79,62,74,ST,2021-01-08,2025,CÃ´te d'Ivoire,Right,3
Sporting CP,Zouhair Feddal Agharbi,17000,31,61,50,63,60,LCB,2020-08-18,2022,Morocco,Left,1
Everton,Michael Keane,84000,28,55,49,65,65,LCB,2017-07-03,2025,England,Right,2
Levante UniÃ³n Deportiva,Roger MartÃ­ Salvador,38000,30,77,82,63,77,RS,2011-07-01,2023,Spain,Right,2
Atlanta United,Josef Alexander MartÃ­nez Mencia,14000,28,87,80,61,79,LS,2017-03-22,2023,Venezuela,Right,2
Spartak Moskva,Quincy Anton Promes,68000,29,88,78,78,81,LM,2021-02-24,2024,Netherlands,Right,3
Stade Rennais FC,GaÃ«tan Laborde,59000,27,77,78,76,78,SUB,2021-08-31,2025,France,Left,2
Wolverhampton Wanderers,Jonathan Castro Otto,81000,27,75,53,71,76,SUB,2019-01-31,2025,Spain,Right,2
Tottenham Hotspur,Bamidele Alli,90000,25,68,78,78,82,LCM,2015-02-02,2024,England,Right,3
PSV,Philipp Martin Max,22000,27,82,67,79,75,LB,2020-09-02,2024,Germany,Left,2
SL Benfica,JoÃ£o MÃ¡rio Naval da Costa Eduardo,19000,28,69,69,80,83,LCM,2021-07-13,2026,Portugal,Right,3
Chelsea,Andreas BÃ¸dtker Christensen,95000,25,65,31,65,68,CB,2013-04-10,2022,Denmark,Right,2
Athletic Club de Bilbao,Ander Capa RodrÃ­guez,32000,29,82,64,76,77,RB,2018-07-02,2022,Spain,Right,2
Napoli,Giovanni Di Lorenzo,63000,27,84,66,73,76,RB,2019-07-01,2026,Italy,Right,2
FC Bayern MÃ¼nchen,Corentin Tolisso,78000,26,66,77,77,78,SUB,2017-07-01,2022,France,Right,3
RCD Espanyol de Barcelona,AdriÃ¡n Embarba BlÃ¡zquez,26000,29,83,77,78,79,RM,2020-01-23,2024,Spain,Right,1
Olympique Lyonnais,Jason Denayer,64000,26,83,43,67,71,LCB,2018-08-21,2022,Belgium,Right,3
Liverpool,Naby KeÃ¯ta,110000,26,70,73,75,85,SUB,2018-07-01,2023,Guinea,Right,2
Manchester United,Victor JÃ¶rgen Nilsson LindelÃ¶f,105000,26,63,51,73,72,SUB,2017-07-01,2024,Sweden,Right,2
RB Leipzig,Lukas Manuel Klostermann,67000,25,85,51,64,71,SUB,2014-08-22,2024,Germany,Right,2
SL Benfica,Ã‰verton Sousa Soares,17000,25,86,75,73,85,LM,2020-08-14,2025,Brazil,Right,1
Borussia MÃ¶nchengladbach,Stefan Lainer,34000,28,78,63,70,75,SUB,2019-07-01,2024,Austria,Right,2
Cruz Azul,Jonathan Javier RodrÃ­guez Portillo,79000,27,88,80,67,81,ST,2019-01-01,2022,Uruguay,Right,1
Real Betis BalompiÃ©,Borja Iglesias Quintas,34000,28,65,80,64,74,ST,2019-08-14,2024,Spain,Right,1
Sevilla FC,Joan JordÃ¡n Moreno,33000,26,63,75,81,77,RCM,2019-07-04,2023,Spain,Right,1
LOSC Lille,Jonathan Bamba,42000,25,89,75,74,81,LM,2018-07-02,2023,France,Right,2
Athletic Club de Bilbao,Alejandro Berenguer Remiro,32000,25,82,76,76,81,RM,2020-10-02,2024,Spain,Right,1
Tottenham Hotspur,Steven Charles Bergwijn,82000,23,85,78,75,82,SUB,2020-01-29,2025,Netherlands,Right,2
Arsenal,Kieran Tierney,69000,24,84,60,75,77,LB,2019-08-08,2024,Scotland,Left,2
AC Milan,IsmaÃ«l Bennacer,41000,23,73,67,80,84,SUB,2019-08-04,2024,Algeria,Left,2
Manchester City,Oleksandr Zinchenko,95000,24,73,65,80,80,SUB,2016-07-04,2024,Ukraine,Left,2
Wolverhampton Wanderers,NÃ©lson Cabral Semedo,81000,27,82,57,68,81,RWB,2020-09-23,2023,Portugal,Right,2
Borussia Dortmund,Manuel Obafemi Akanji,54000,25,81,48,67,74,RCB,2018-01-15,2023,Switzerland,Right,2
Borussia MÃ¶nchengladbach,Denis Lemi Zakaria Lako Lado,28000,24,83,64,72,75,SUB,2017-07-01,2022,Switzerland,Right,2
Roma,Gianluca Mancini,52000,25,61,45,50,59,RCB,2020-07-01,2024,Italy,Right,2
Inter,Stefano Sensi,95000,25,67,60,83,83,SUB,2020-09-01,2024,Italy,Right,1
Olympique de Marseille,Gerson Santos da Silva,41000,24,74,64,79,80,CM,2021-07-02,2026,Brazil,Left,2
Sport Club Corinthians Paulista,Maikel Renan Catarino Fagundes,33000,25,76,51,70,77,RB,2021-07-07,2024,Brazil,Right,1
Fluminense,Laureano Thomas Santeiro Marre,23000,21,80,72,77,82,LM,2021-07-07,2024,Brazil,Left,1
Internacional,Tony Josimar Abranjes Meneses,32000,33,67,39,55,58,RCB,2021-07-08,2024,Brazil,Right,1
LOSC Lille,Renato JÃºnior Luz Sanches,38000,23,84,74,77,84,LCM,2019-08-23,2023,Portugal,Right,3
Borussia Dortmund,Donyell Malen,59000,22,90,79,72,83,LS,2021-07-27,2026,Netherlands,Right,2
Leicester City,Ã‡aÄŸlar SÃ¶yÃ¼ncÃ¼,88000,25,76,46,60,67,RCB,2018-08-09,2023,Turkey,Right,1
Napoli,Victor James Osimhen,66000,22,88,80,63,75,ST,2020-09-01,2025,Nigeria,Right,2
VfL Wolfsburg,Xaver Schlager,53000,23,69,70,73,77,RDM,2019-07-01,2023,Austria,Left,2
Ajax,Noussair Mazraoui,17000,23,82,61,74,81,RB,2016-11-01,2022,Morocco,Right,2
Olympique de Marseille,Boubacar Bernard Kamara,30000,21,74,50,72,73,RDM,2017-07-01,2022,France,Right,2
Manchester United,Scott McTominay,90000,24,66,75,75,75,SUB,2013-07-01,2025,Scotland,Right,2
Inter,Alessandro Bastoni,77000,22,65,33,65,69,LCB,2017-08-31,2024,Italy,Left,1
Real Madrid CF,VinÃ­cius JosÃ© PaixÃ£o de Oliveira JÃºnior,120000,20,95,70,71,87,SUB,2018-07-12,2025,Brazil,Right,2
Valencia CF,Maximiliano GÃ³mez GonzÃ¡lez,40000,24,66,81,68,73,RS,2019-07-14,2024,Uruguay,Right,1
VfL Wolfsburg,Ridle Bote Baku,59000,23,84,73,73,81,RM,2020-10-01,2025,Germany,Right,2
Athletic Club de Bilbao,Unai NÃºÃ±ez Gestoso,26000,24,72,22,49,50,SUB,2016-07-01,2023,Spain,Right,1
FC Porto,Luis Fernando DÃ­az Marulanda,16000,24,92,77,70,82,LM,2019-07-10,2024,Colombia,Right,1
West Ham United,Nikola VlaÅ¡iÄ‡,66000,23,83,77,78,82,SUB,2021-08-31,2026,Croatia,Right,2
Dynamo Kyiv,Viktor Tsygankov,1000,23,85,73,78,80,RM,2015-01-01,2023,Ukraine,Left,2
West Ham United,VladimÃ­r Coufal,73000,28,77,56,73,75,RB,2020-10-02,2023,Czech Republic,Right,1
Arsenal,Bukayo Saka,50000,19,84,68,76,82,LM,2018-09-14,2025,England,Left,2
Vissel Kobe,AndrÃ©s Iniesta LujÃ¡n,10000,37,51,69,84,84,CAM,2018-07-16,2024,Spain,Right,4
Liverpool,James Philip Milner,76000,35,56,70,81,77,SUB,2015-07-01,2022,England,Right,2
US Salernitana 1919,Franck Bilal RibÃ©ry,41000,38,69,73,81,85,RS,2021-09-06,2022,France,Right,4
Al Hilal,BafÃ©timbi Fredius Gomis,38000,35,60,81,68,72,LS,2018-08-23,2022,France,Right,3
Guangzhou City,Mousa Sidi Yaya DembÃ©lÃ©,21000,33,70,68,76,85,LCM,2019-01-17,2021,Belgium,Left,3
Inter Miami CF,Blaise Matuidi,11000,34,73,65,72,76,LDM,2020-08-13,2021,France,Left,3
U.C. Sampdoria,Antonio Candreva,25000,34,72,78,79,80,RM,2021-07-01,2024,Italy,Right,3
FenerbahÃ§e SK,Mesut Ã–zil,55000,32,62,68,85,79,RF,2021-01-24,2024,Germany,Left,4
AC Milan,Olivier Giroud,48000,34,39,80,70,71,ST,2021-07-17,2024,France,Left,3
Everton,Gylfi ÃžÃ³r SigurÃ°sson,83000,31,54,78,82,78,RES,2017-08-16,2022,Iceland,Right,3
Granada CF,Ãngel Montoro SÃ¡nchez,26000,33,45,64,75,72,SUB,2017-07-15,2022,Spain,Right,1
Olympiacos CFP,Yann GÃ©rard M'Vila,2000,31,65,64,74,74,CM,2020-09-14,2023,France,Right,2
Tigres U.A.N.L.,Rafael de Souza Pereira,49000,32,70,66,77,75,RDM,2017-08-25,2023,Brazil,Right,1
River Plate,MatÃ­as Ezequiel SuÃ¡rez,24000,33,79,77,77,83,LS,2019-01-27,2023,Argentina,Right,2
Villarreal CF,Vicente Iborra de la Fuente,34000,33,33,70,75,70,SUB,2019-01-07,2024,Spain,Right,2
West Ham United,Aaron Cresswell,66000,31,70,60,75,76,LB,2014-07-03,2023,England,Left,2
Burnley,Ben Mee,39000,31,62,42,58,63,LCB,2012-01-17,2022,England,Left,1
Real Sociedad,Asier Illarramendi Andonegi,34000,31,47,71,77,78,SUB,2015-08-26,2023,Spain,Right,2
West Ham United,Michail Antonio,79000,31,83,76,73,78,ST,2015-09-01,2023,Jamaica,Right,2
Roma,Stephan El Shaarawy,64000,28,87,75,74,79,SUB,2021-02-01,2023,Italy,Right,3
Manchester United,Nemanja MatiÄ‡,100000,32,36,67,75,73,SUB,2017-07-31,2023,Serbia,Left,3
Paris Saint-Germain,Ander Herrera AgÃ¼era,78000,31,65,70,77,79,SUB,2019-07-04,2024,Spain,Right,3
Guangzhou FC,é«˜æ‹‰ç‰¹,32000,30,83,78,77,79,CAM,2020-01-01,2023,China PR,Right,2
Burnley,Christopher Grant Wood,48000,29,64,79,60,70,RS,2017-08-21,2023,New Zealand,Right,1
Guangzhou FC,è‰¾å…‹æ£®,32000,31,84,80,73,79,RS,2019-07-09,2023,China PR,Right,2
Chelsea,Marcos Alonso Mendoza,95000,30,58,74,78,77,LWB,2016-08-31,2023,Spain,Left,2
Villarreal CF,Mario Gaspar PÃ©rez MartÃ­nez,34000,30,74,69,71,72,RB,2008-07-01,2023,Spain,Right,2
Gimnasia y Esgrima La Plata,Luis Miguel RodrÃ­guez,18000,36,68,82,76,83,CF,2021-06-29,2022,Argentina,Right,1
Sevilla FC,Nemanja Gudelj,30000,29,60,70,79,70,SUB,2019-07-23,2023,Serbia,Right,2
Olympique Lyonnais,Xherdan Shaqiri,75000,29,75,76,80,81,RM,2021-08-24,2024,Switzerland,Left,3
Olympiacos CFP,Youssef El Arabi,2000,34,71,83,69,79,ST,2019-07-06,2022,Morocco,Right,2
Newcastle United,Callum Wilson,53000,29,80,78,66,78,RS,2020-09-07,2024,England,Right,2
Granada CF,GermÃ¡n SÃ¡nchez Barahona,26000,34,49,40,59,56,LCB,2017-07-03,2022,Spain,Right,1
Leeds United,Rodrigo Moreno Machado,83000,30,86,78,75,79,SUB,2020-08-29,2024,Spain,Left,3
Liverpool,Alex Oxlade-Chamberlain,100000,27,81,74,77,82,SUB,2017-08-31,2023,England,Right,2
Inter,Danilo D'Ambrosio,85000,32,70,56,67,71,SUB,2021-08-11,2022,Italy,Right,2
Elche CF,Lucas PÃ©rez MartÃ­nez,28000,32,79,82,75,77,LS,2021-08-31,2022,Spain,Left,2
Arsenal,Granit Xhaka,80000,28,50,64,79,69,LDM,2016-07-01,2024,Switzerland,Left,3
Real Betis BalompiÃ©,Cristian Tello Herrera,30000,29,89,75,74,80,SUB,2017-07-01,2022,Spain,Right,2
AtlÃ©tico de Madrid,Geoffrey Edwin Kondogbia,58000,28,68,74,75,77,CDM,2020-11-03,2024,Central African Republic,Left,2
Wolverhampton Wanderers,Conor Coady,80000,28,47,58,75,67,CB,2015-07-03,2025,England,Right,1
Tottenham Hotspur,Eric Dier,81000,27,53,64,69,64,LCB,2014-08-02,2024,England,Right,2
Udinese Calcio,Gerard Deulofeu LÃ¡zaro,22000,27,88,73,73,83,CF,2021-01-30,2024,Spain,Right,3
